"4156","WNL09","5428","WENDT LABS","DIN OWNER","Y","N","N","N","","800 MAIN STREET","WINNIPEG","MANITOBA","CANADA","R2W 3R4","3506"
"15525","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"76674","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"71480","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"37254","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43464","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"49818","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"73535","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"19257","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"72824","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43428","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"12753","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"12754","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"12544","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43315","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43316","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43317","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43314","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43306","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"43307","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"287","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"615","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"74372","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"11151","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"11152","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"11153","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"11154","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"11844","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"11843","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"75010","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"67856","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"80426","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"75208","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"13513","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"13514","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"13450","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"13907","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"52048","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"13579","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"85046","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"65700","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"65701","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"16852","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"891","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"19029","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"19028","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"82603","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"62979","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"17850","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"88879","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"16271","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"61543","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"16272","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"61544","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"91622","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"91292","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"76188","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"76238","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"76189","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"76190","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18751","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18749","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"76236","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18747","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18758","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18750","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"19307","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18742","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18862","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18744","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18860","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"18759","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"85559","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"87699","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"86721","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"86722","","11902","VALEANT CANADA LP VALEANT CANADA S.E.C.","DIN OWNER","Y","Y","Y","","","2150 BOUL. ST-ELZEAR OUEST","LAVAL","QUEBEC","CANADA","H7L 4A8",""
"9740","","11910","GRIFOLS BIOLOGICALS INC","DIN OWNER","Y","Y","Y","","","5555 VALLEY BLVD","LOS ANGELES","CALIFORNIA","UNITED STATES","90032-3520",""
"9700","","11910","GRIFOLS BIOLOGICALS INC","DIN OWNER","Y","Y","Y","","","5555 VALLEY BLVD","LOS ANGELES","CALIFORNIA","UNITED STATES","90032-3520",""
"14488","","11915","ID BIOMEDICAL CORPORATION OF QUEBEC","DIN OWNER","Y","Y","Y","","","525 CARTIER BLVD WEST","LAVAL","QUEBEC","CANADA","H7V 3S8",""
"80329","","11919","IDELLE LABS LTD","DIN OWNER","Y","N","N","","","ONE HELEN OF TROY PLAZA","EL PASO","TEXAS","UNITED STATES","79912",""
"78321","","11919","IDELLE LABS LTD","DIN OWNER","Y","N","N","","","ONE HELEN OF TROY PLAZA","EL PASO","TEXAS","UNITED STATES","79912",""
"74230","","12013","ENDO PHARMACEUTICALS INC","DIN OWNER","Y","N","N","","","1400 ATWATER DRIVE","MALVERN","PENNSYLVANIA","UNITED STATES","19355",""
"90043","","12013","ENDO PHARMACEUTICALS INC","DIN OWNER","Y","N","N","","","1400 ATWATER DRIVE","MALVERN","PENNSYLVANIA","UNITED STATES","19355",""
"78175","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"78176","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"77349","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"78998","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"65140","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"69514","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"69515","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"69516","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"47450","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"47461","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"77458","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"77459","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"77460","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"76542","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"76539","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"76540","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"76541","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"16234","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"16632","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"5613","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"6057","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"14126","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"13946","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"49612","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"49605","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"68787","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"18323","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"18325","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"18324","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"16901","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"69455","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"69456","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"74200","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"11642","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"72517","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"18315","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"33329","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"15756","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"15757","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"13116","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"13117","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"19243","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"10062","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"19556","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"19555","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"19357","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"74194","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"4431","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"19303","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"68108","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"10025","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"3721","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"51049","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"3009","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"10064","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"67670","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"80083","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"80080","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
"80081","","12027","SANDOZ CANADA INCORPORATED","DIN OWNER","Y","Y","Y","","","145 JULES-LÉGER STREET","BOUCHERVILLE","QUEBEC","CANADA","J4B 7K8",""
